2.0303e+01,1.2722e+01,8.7444e+00,2.8915e+00
2.0455e+01,1.2307e+01,8.8505e+00,2.9070e+00
2.0606e+01,1.1880e+01,8.9524e+00,2.9211e+00
2.0758e+01,1.1443e+01,9.0504e+00,2.9340e+00
2.0909e+01,1.0994e+01,9.1449e+00,2.9456e+00
2.1061e+01,1.0535e+01,9.2361e+00,2.9561e+00
2.1212e+01,1.0064e+01,9.3244e+00,2.9655e+00
2.1364e+01,9.5829e+00,9.4101e+00,2.9739e+00
2.1515e+01,9.0905e+00,9.4934e+00,2.9814e+00
2.1667e+01,8.5871e+00,9.5748e+00,2.9879e+00
2.1818e+01,8.0729e+00,9.6544e+00,2.9937e+00
2.1970e+01,7.5478e+00,9.7326e+00,2.9986e+00
2.2121e+01,7.0119e+00,9.8098e+00,3.0028e+00
2.2273e+01,6.4652e+00,9.8862e+00,3.0062e+00
2.2424e+01,5.9078e+00,9.9621e+00,3.0090e+00
2.2576e+01,5.3396e+00,1.0038e+01,3.0112e+00
2.2727e+01,4.7607e+00,1.0114e+01,3.0127e+00
2.2879e+01,4.1711e+00,1.0190e+01,3.0137e+00
2.3030e+01,3.5710e+00,1.0267e+01,3.0142e+00
2.3182e+01,2.9602e+00,1.0346e+01,3.0141e+00
2.3333e+01,2.3388e+00,1.0425e+01,3.0136e+00
2.3485e+01,1.7069e+00,1.0507e+01,3.0126e+00
2.3636e+01,1.0645e+00,1.0590e+01,3.0111e+00
2.3788e+01,4.1161e-01,1.0676e+01,3.0093e+00
2.3939e+01,-2.5174e-01,1.0764e+01,3.0070e+00
2.4091e+01,-9.2551e-01,1.0855e+01,3.0044e+00
2.4242e+01,-1.6097e+00,1.0950e+01,3.0014e+00
2.4394e+01,-2.3042e+00,1.1048e+01,2.9980e+00
2.4545e+01,-3.0090e+00,1.1150e+01,2.9943e+00
2.4697e+01,-3.7242e+00,1.1256e+01,2.9904e+00
2.4848e+01,-4.4496e+00,1.1366e+01,2.9861e+00
2.5000e+01,-5.1852e+00,1.1481e+01,2.9815e+00
2.5152e+01,-5.9310e+00,1.1602e+01,2.9766e+00
2.5303e+01,-6.6870e+00,1.1728e+01,2.9715e+00
2.5455e+01,-7.4532e+00,1.1859e+01,2.9661e+00
2.5606e+01,-8.2294e+00,1.1997e+01,2.9605e+00
2.5758e+01,-9.0158e+00,1.2141e+01,2.9547e+00
2.5909e+01,-9.8122e+00,1.2292e+01,2.9487e+00
2.6061e+01,-1.0619e+01,1.2449e+01,2.9424e+00
2.6212e+01,-1.1435e+01,1.2614e+01,2.9359e+00
2.6364e+01,-1.2261e+01,1.2786e+01,2.9293e+00
2.6515e+01,-1.3098e+01,1.2967e+01,2.9224e+00
2.6667e+01,-1.3944e+01,1.3155e+01,2.9154e+00
2.6818e+01,-1.4800e+01,1.3352e+01,2.9083e+00
2.6970e+01,-1.5666e+01,1.3558e+01,2.9009e+00
2.7121e+01,-1.6541e+01,1.3773e+01,2.8935e+00
2.7273e+01,-1.7427e+01,1.3997e+01,2.8858e+00
2.7424e+01,-1.8322e+01,1.4231e+01,2.8781e+00
2.7576e+01,-1.9227e+01,1.4475e+01,2.8702e+00
2.7727e+01,-2.0141e+01,1.4730e+01,2.8622e+00
2.7879e+01,-2.1066e+01,1.4995e+01,2.8541e+00
2.8030e+01,-2.1999e+01,1.5271e+01,2.8459e+00
2.8182e+01,-2.2943e+01,1.5558e+01,2.8376e+00
2.8333e+01,-2.3896e+01,1.5857e+01,2.8291e+00
2.8485e+01,-2.4858e+01,1.6168e+01,2.8207e+00
2.8636e+01,-2.5830e+01,1.6491e+01,2.8121e+00
2.8788e+01,-2.6812e+01,1.6827e+01,2.8034e+00
2.8939e+01,-2.7803e+01,1.7175e+01,2.7947e+00
2.9091e+01,-2.8803e+01,1.7537e+01,2.7859e+00
2.9242e+01,-2.9812e+01,1.7912e+01,2.7771e+00
2.9394e+01,-3.0831e+01,1.8301e+01,2.7682e+00
2.9545e+01,-3.1860e+01,1.8704e+01,2.7592e+00
2.9697e+01,-3.2897e+01,1.9121e+01,2.7502e+00
2.9848e+01,-3.3944e+01,1.9553e+01,2.7412e+00
3.0000e+01,-3.5000e+01,2.0000e+01,2.7412e+00
