0.0000e+00,2.0000e+01,-4.0000e+01,1.5708e+00
1.5000e+01,2.0000e+01,0.0000e+00,1.5845e+00
1.5152e+01,1.9994e+01,4.4694e-01,1.6132e+00
1.5303e+01,1.9976e+01,8.7889e-01,1.6438e+00
1.5455e+01,1.9945e+01,1.2962e+00,1.6763e+00
1.5606e+01,1.9902e+01,1.6990e+00,1.7108e+00
1.5758e+01,1.9848e+01,2.0879e+00,1.7472e+00
1.5909e+01,1.9781e+01,2.4629e+00,1.7857e+00
1.6061e+01,1.9702e+01,2.8245e+00,1.8261e+00
1.6212e+01,1.9611e+01,3.1730e+00,1.8684e+00
1.6364e+01,1.9508e+01,3.5086e+00,1.9125e+00
1.6515e+01,1.9393e+01,3.8318e+00,1.9582e+00
1.6667e+01,1.9266e+01,4.1427e+00,2.0053e+00
1.6818e+01,1.9127e+01,4.4417e+00,2.0535e+00
1.6970e+01,1.8977e+01,4.7291e+00,2.1026e+00
1.7121e+01,1.8814e+01,5.0052e+00,2.1523e+00
1.7273e+01,1.8640e+01,5.2703e+00,2.2021e+00
1.7424e+01,1.8454e+01,5.5248e+00,2.2518e+00
1.7576e+01,1.8256e+01,5.7689e+00,2.3009e+00
1.7727e+01,1.8047e+01,6.0030e+00,2.3492e+00
1.7879e+01,1.7825e+01,6.2273e+00,2.3963e+00
1.8030e+01,1.7592e+01,6.4422e+00,2.4420e+00
1.8182e+01,1.7348e+01,6.6480e+00,2.4860e+00
1.8333e+01,1.7092e+01,6.8450e+00,2.5281e+00
1.8485e+01,1.6824e+01,7.0335e+00,2.5682e+00
1.8636e+01,1.6545e+01,7.2137e+00,2.6063e+00
1.8788e+01,1.6254e+01,7.3861e+00,2.6422e+00
1.8939e+01,1.5952e+01,7.5509e+00,2.6760e+00
1.9091e+01,1.5639e+01,7.7085e+00,2.7077e+00
1.9242e+01,1.5314e+01,7.8591e+00,2.7373e+00
1.9394e+01,1.4977e+01,8.0030e+00,2.7648e+00
1.9545e+01,1.4629e+01,8.1406e+00,2.7903e+00
1.9697e+01,1.4270e+01,8.2722e+00,2.8140e+00
1.9848e+01,1.3900e+01,8.3981e+00,2.8358e+00
2.0000e+01,1.3519e+01,8.5185e+00,2.8560e+00
2.0152e+01,1.3126e+01,8.6339e+00,2.8745e+00
